ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,PaymentHistory,SavingsAccountBalance,MonthlyIncome,NetWorth,InterestRate,LoanApproved,RiskScore
27-05-2023,47,106728,629,Employed,High School,52869,72,Single,Rent,618,0.133726995,Auto,26,1214,8894,176310,0.261951518,0,41
28-05-2023,42,33051,508,Employed,High School,26873,36,Married,Mortgage,293,0.495453132,Auto,30,210,2754.25,143794,0.228155755,0,53
29-05-2023,39,38932,543,Employed,High School,26302,48,Married,Own,343,0.127475582,Debt Consolidation,31,1409,3244.333333,80734,0.228719604,0,55
30-05-2023,35,63145,531,Employed,Associate,35420,72,Married,Mortgage,510,0.162954887,Other,20,1874,5262.083333,2756,0.272348273,0,50
31-05-2023,53,99884,547,Self-Employed,Associate,23741,60,Married,Mortgage,471,0.103667137,Auto,22,1847,8323.666667,29452,0.267060547,0,57
01-06-2023,51,,577,Employed,Bachelor,26484,,Married,Other,323,0.556826451,Home,19,2145,6644.666667,10695,0.226350677,0,65
20-06-2023,30,43173,521,Emlpoyed,High Scohol,16615,36,Married,Own,599,0.263841141,Auto,18,17590,3597.75,4277,0.218885209,0,54
03-06-2023,44,73099,620,Employed,Bachelor,23973,60,Widowed,Rent,464,0.155130835,Home,21,3545,6091.583333,41339,0.188617342,1,38.4
04-06-2023,28,49588,488,Employed,High School,24355,36,Married,Other,485,0.111350159,Education,24,972,4132.333333,73838,0.245742504,0,51
05-06-2023,23,53694,548,Employed,High School,9649,60,Married,Own,662,0.324635576,Home,25,2359,4474.5,1722,0.236299616,0,56
06-06-2023,32,208039,588,Employed,Bachelor,36187,72,Married,Rent,376,0.130964341,Education,25,3259,17336.58333,77716,0.211445398,1,36
07-06-2023,50,74096,541,Unemployed,Bachelor,17928,48,Married,Own,392,0.265907781,Education,30,8220,6174.666667,49230,0.264714557,0,67
08-06-2023,51,31926,537,Employed,Bachelor,17021,48,Married,Mortgage,574,0.151912113,Home,28,7120,2660.5,38989,0.252192294,0,53
09-06-2023,46,,607,Employed,High School,17615,,Married,Mortgage,285,0.201783097,Debt Consolidation,21,3442,7006.25,18303,0.259714833,0,48
10-06-2023,48,52786,541,Employed,Bachelor,7749,24,Married,Rent,344,0.047326705,Debt Consolidation,26,1997,4398.833333,20958,0.190068024,1,40
2023-60-11,46,47865,551,Self-mEployed,Associaet,8876,36,Single,Mortgage,425,0.087709033,Debt Consolidation,14,2162,3988.75,47403,0.185123733,1,42.4
12-06-2203,32,54022,572,Employde,Bacheolr,22489,36,Single,Rent,249,0.117715681,Debt Consolidation,18,487,4501.833333,28344,0.201569228,0,51
13-06-2023,45,29609,,Employed,High School,24406,24,Single,Own,170,0.184378294,Auto,20,509,2467.416667,62378,0.1663248,0,64
14-06-2023,49,,639,Employed,Bachelor,33359,,Single,Mortgage,189,0.387557226,Debt Consolidation,25,4323,3837.333333,7562,0.204649296,0,56
15-06-2023,49,15000,637,Employed,Bachelor,13688,60,Divorced,Mortgage,250,0.488746035,Home,24,8494,1250,12171,0.19054568,0,55
2023-06-61,54,51148,515,Empolyed,Bcahelor,11364,24,Single,Other,295,0.474583071,Education,34,2394,4262.333333,5509,0.203177306,1,44.8
17-06-2023,48,90796,659,Employed,Doctorate,41952,36,Widowed,Rent,345,0.515931726,Home,23,1204,7566.333333,408094,0.186223613,1,37.6
18-06-2023,44,56507,,Employed,Master,29735,120,Divorced,Mortgage,511,0.244777007,Debt Consolidation,27,633,4708.916667,48752,0.314161598,0,53
19-06-2023,52,38162,582,Employed,Bachelor,18921,24,Married,Own,242,0.767367591,Other,14,10654,3180.166667,6378,0.220164647,0,61
20-06-2023,39,71419,606,Employed,Master,37152,60,Married,Rent,300,0.273707325,Education,29,8654,5951.583333,128273,0.240004848,0,45
21-06-2023,29,17664,482,Employed,High School,50927,24,Married,Rent,280,0.357346218,Auto,23,5910,1472,3199,0.258697202,0,56
22-06-2023,38,22876,579,Employed,High School,28262,108,Married,Mortgage,344,0.18132168,Auto,28,2614,1906.333333,431336,0.32101204,0,48
23-06-2023,31,73636,590,,Bachelor,15908,84,Widowed,Own,297,0.323829491,Home,19,1185,6136.333333,680919,0.255615337,1,37.6
24-06-2023,31,77192,582,Employed,Doctorate,7396,96,Married,Mortgage,708,0.421664176,Other,30,7056,6432.666667,147593,0.202280019,1,41.6
25-06-2023,38,82855,652,Employed,Bachelor,22458,72,Single,Other,658,0.113776766,Home,20,430,6904.583333,166003,0.225070854,1,31.2
26-06-2023,30,,576,Employed,Associate,13991,,Single,Own,202,0.415068384,Other,18,1195,3094.583333,17328,0.206331332,0,56
27-06-2023,36,108752,,Employed,Bachelor,11176,36,Single,Mortgage,375,0.114258945,Debt Consolidation,25,1658,9062.666667,5611,0.182483363,1,40.8
28-06-2023,18,19217,579,Employed,High School,18581,24,Single,Mortgage,519,0.174270061,Other,27,9163,1601.416667,1740,0.172313068,0,53
29-06-2023,42,42677,546,Employed,Associate,50073,36,Married,Own,235,0.219117011,Auto,23,5230,3556.416667,4996,0.256356294,0,53
30-06-2023,40,68655,607,Employed,High School,24783,60,Single,Mortgage,257,0.267013342,Auto,24,4627,5721.25,80642,0.198856282,1,41.6
01-07-2023,30,54366,508,Employed,,36533,60,Married,Rent,355,0.394967386,Debt Consolidation,35,3693,4530.5,344574,0.267945298,0,49
02-07-2023,47,22762,587,,High School,46663,72,Married,Mortgage,616,0.146715426,Home,24,3606,1896.833333,80810,0.214753104,0,53
03-07-2023,51,201487,650,,Bachelor,12391,120,Single,Mortgage,1258,0.039683608,Auto,21,2840,16790.58333,171188,0.247793157,1,31.2
04-07-2023,20,37867,538,Employed,Bachelor,19193,72,Divorced,Mortgage,550,0.38327767,Debt Consolidation,22,860,3155.583333,3205,0.243317216,0,57
05-07-2023,30,37539,,Employed,High School,19101,24,Married,Mortgage,543,0.367652039,Debt Consolidation,24,8475,3128.25,30690,0.234224764,0,63
06-07-2023,30,68405,587,Employed,,39100,12,Married,Own,744,0.203632477,Home,22,28248,5700.416667,17955,0.236004758,0,53
07-07-2023,28,127750,570,Employed,Bachelor,19964,36,Married,Mortgage,647,0.249777478,Education,23,1249,10645.83333,32773,0.228215363,1,40
08-07-2023,49,60088,654,Employed,Doctorate,14852,60,Widowed,Own,524,0.161433369,Auto,32,12216,5007.333333,26425,0.21050972,1,36
09-07-2023,37,97735,550,,Master,21509,60,Single,Own,511,0.205047905,Home,30,3884,8144.583333,53921,0.271234814,1,38.4
10-07-2023,36,31330,576,Employed,High School,13754,84,Single,Own,434,0.562493357,Debt Consolidation,23,8536,2610.833333,42816,0.3009048,0,59
11-07-2023,18,109526,481,Employed,High School,13177,36,Single,Rent,801,0.272381327,Debt Consolidation,30,1324,9127.166667,63268,0.276176829,0,55
12-07-2023,47,51205,594,Employed,High School,,24,Widowed,Mortgage,325,0.09632351,Other,30,1739,4267.083333,30427,0.180540384,0,50
13-07-2023,25,46009,508,Employed,Associate,40230,36,Single,Mortgage,514,0.341426327,Home,29,6254,3834.083333,16619,0.265741672,0,54
202-307-14,40,41222,,,aBchelor,18998,48,Married,Own,523,0.233639359,Home,25,840,3435.166667,34323,0.225850808,0,57
15-07-2023,43,57264,600,Employed,High School,12067,48,Married,Mortgage,244,0.217214957,Auto,22,2323,4772,5355,0.227367086,0,50
16-07-2023,56,46345,673,Employed,,37338,48,Divorced,Mortgage,399,0.670036003,Auto,19,2067,3862.083333,1037,0.189677533,0,53
17-07-2023,24,45655,,Employed,Bachelor,52041,60,Married,Rent,261,0.397181707,Auto,25,1462,3804.583333,121626,0.358694609,0,52
18-07-2023,18,,520,Employed,Associate,19045,,Single,Mortgage,305,0.564870845,Home,29,5034,3492.833333,4740,0.258194524,0,59
19-07-2023,42,28030,561,Employed,Bachelor,26547,96,Married,Rent,590,0.397111614,Debt Consolidation,23,5507,2335.833333,10814,0.263114891,0,55
20-07-2023,61,52377,630,Employed,Bachelor,14501,60,Married,Rent,257,0.088940674,Other,33,15462,4364.75,62404,0.179169731,1,36.8
21-07-2023,54,17611,613,EMPLOYED,Bachelor,17859,108,Married,Rent,316,0.218480239,Debt Consolidation,27,3294,1467.583333,10325,0.225028517,0,53
22-07-2023,42,27693,507,Employed,Master,16360,84,Divorced,Mortgage,263,0.095938506,Debt Consolidation,22,4131,2307.75,14301,0.265175207,0,51
23-07-2023,34,,597,Employed,High School,4173,,Married,Rent,311,0.163929026,Auto,25,3098,3604,148355,0.231676726,0,48
24-07-2023,49,98236,604,Self-Employed,Bachelor,21405,36,Married,Mortgage,142,0.299772064,Auto,27,6530,8186.333333,6916,0.201799155,1,40.8
25-07-2023,28,25102,539,Employed,High School,17971,60,Married,Mortgage,413,0.174249271,Auto,19,1366,2091.833333,3677,0.231068144,0,56
26-07-2023,45,42957,457,Employed,Associate,30760,72,Divorced,Mortgage,370,0.288788709,Debt Consolidation,21,5415,3579.75,5957,0.275452407,0,54
27-07-2023,46,102660,584,Self-Employed,Bachelor,28882,36,Single,Mortgage,736,0.294290751,Other,28,6892,8555,103938,0.226100231,1,40
28-07-2023,52,72039,629,Employed,High School,42592,60,Divorced,Other,909,0.122218267,Education,32,2613,6003.25,5926,0.222843802,0,46
29-07-2023,73,82591,638,Employed,High School,20332,36,Single,Own,409,0.258177955,Home,22,698,6882.583333,7010,0.164265392,1,38.4
30-07-2023,44,44001,569,Employed,High School,12492,108,Married,Rent,437,0.363555569,Auto,21,2922,3666.75,3885,0.266456826,0,56
31-07-2023,33,37023,608,Employed,Associate,22990,72,Married,Mortgage,264,0.398954887,Home,23,2445,3085.25,5188,0.23677834,0,54
01-08-2023,39,75193,640,Employed,Bachelor,26868,60,Single,Mortgage,1069,0.387746492,Education,23,1401,6266.083333,3828,0.214217308,0,51
02-08-2023,18,124156,543,Employed,Doctorate,21919,60,Married,Rent,155,0.305162453,Debt Consolidation,20,5540,10346.33333,16541,0.25210776,1,41.6
03-08-2023,31,91824,578,Employed,High School,13747,60,Divorced,Mortgage,644,0.542720717,Education,26,4342,7652,75942,0.236074596,1,44.8
04-08-2023,35,189154,509,Employed,High School,11222,60,Married,Mortgage,411,0.148907605,Debt Consolidation,30,4456,15762.83333,22443,0.270451437,1,38.4
05-08-2023,33,118125,605,Employed,Associate,25196,12,Divorced,Rent,385,0.297654903,Home,20,3997,9843.75,32362,0.211276489,1,38.4
06-08-2023,41,44198,515,Employed,High School,8452,24,Married,Own,601,0.263166123,Debt Consolidation,20,2817,3683.166667,46317,0.193199455,0,55
07-08-2023,30,18451,548,Employed,High School,17436,36,Married,Mortgage,316,0.56709472,Auto,17,3795,1537.583333,242324,0.22661119,0,55
08-08-2023,53,77606,496,Self-Employed,Bachelor,30599,48,Divorced,Mortgage,472,0.618516413,Education,15,14976,6467.166667,6691,0.294260176,0,64
09-08-2023,40,119213,649,Employed,Master,22177,12,Married,Rent,256,0.324690227,Home,28,2362,9934.416667,52989,0.151166032,1,38.4
10-08-2023,39,15000,392,Employed,Master,24740,60,Widowed,Mortgage,309,0.24152716,Debt Consolidation,21,1899,1250,8411,0.306250116,0,55
11-08-2023,36,18955,535,Employed,,32809,120,Married,Rent,290,0.048063906,Auto,26,2466,1579.583333,140009,0.326841621,0,49
12-08-2023,41,36128,482,Employed,High School,17835,60,Married,Mortgage,292,0.321399952,Education,23,6942,3010.666667,113519,0.240647027,0,51
13-08-2023,49,35726,557,Employed,Associate,12673,108,Divorced,Mortgage,398,0.143616589,Other,29,357,2977.166667,6266,0.313292375,0,59
14-08-2023,29,17147,606,Employed,Associate,30910,60,Married,Own,400,0.551636225,Home,27,20972,1428.916667,46331,0.221010113,0,56
15-08-2023,32,51910,609,Employed,Bachelor,20441,12,Single,Rent,396,0.158459351,Home,21,2128,4325.833333,7010,0.190727246,0,48
16-08-2023,36,80554,559,Employed,Associate,39918,72,Divorced,Mortgage,228,0.461411386,Home,26,1139,6712.833333,267432,0.256974876,0,50
17-08-2023,23,34529,528,Unemployed,High School,22651,36,Single,Rent,299,0.035379062,Other,19,1110,2877.416667,6537,0.234670905,0,57
18-08-2023,30,15782,579,Employed,High School,20073,36,Single,Rent,166,0.42669198,Home,25,1228,1315.166667,49655,0.214499576,0,58
19-08-2023,34,56650,528,Employed,Master,6830,48,Married,Mortgage,1012,0.695714894,Home,33,1257,4720.833333,12714,0.256556123,0,66
20-08-2023,50,29825,614,Employed,Bachelor,33519,60,Single,Other,315,0.149057475,Auto,20,3101,2485.416667,368979,0.26009582,0,43
21-08-2023,43,27481,547,Employed,Bachelor,35253,36,Single,Own,2390,0.06069533,Debt Consolidation,25,1072,2290.083333,31898,0.269508065,0,61
22-08-2023,42,80380,572,Employed,Associate,9399,48,Single,Other,328,0.125242339,Auto,24,938,6698.333333,4593,0.218688128,1,39.2
23-08-2023,50,98952,488,Employed,Bachelor,28386,36,Married,Rent,391,0.125024007,Other,23,4432,8246,345605,0.247203433,1,39.2
24-08-2023,38,34958,,Employed,High School,32416,48,Widowed,Own,312,0.485023031,Education,19,334,2913.166667,4229,0.1783328,0,57
25-08-2023,44,78820,567,Employed,Bachelor,22749,84,Married,Mortgage,290,0.438628578,Education,20,507,6568.333333,7780,0.23182778,1,46.4
26-08-2023,38,27063,615,Employed,Bachelor,17380,48,Single,Own,273,0.159796625,Home,19,2220,2255.25,8067,0.213579616,0,48
27-08-2023,43,48542,555,Employed,High School,25640,72,Married,Mortgage,150,0.308796152,Education,22,1998,4045.166667,466894,0.255164353,1,39.2
28-08-2023,33,33027,453,,High School,17851,48,Married,Mortgage,555,0.114171938,Auto,25,154,2752.25,16716,0.313134115,0,52
29-08-2023,18,17103,502,Employed,Associate,20855,36,Single,Mortgage,906,0.060166834,Debt Consolidation,24,2607,1425.25,86670,0.247138213,0,52
30-08-2023,38,27107,608,Employed,Bachelor,5958,72,Married,Rent,448,0.283334908,Home,29,2316,2258.916667,38459,0.218339696,0,52
31-08-2023,57,70866,659,Employed,Bachelor,15623,60,Single,Rent,996,0.248093605,Home,31,2178,5905.5,201705,0.18719553,1,35.2
01-09-2023,51,19427,642,Employed,Bachelor,11734,108,Married,Rent,503,0.358591224,Auto,26,1358,1618.916667,240870,0.200014089,0,49
02-09-2023,51,46451,657,Employed,Bachelor,38507,60,Married,Rent,462,0.332616677,Debt Consolidation,21,4019,3870.916667,7196,0.203411727,0,53
03-09-2023,54,111389,611,Employed,Bachelor,17052,96,Married,Mortgage,268,0.216814496,Auto,27,4249,9282.416667,47429,0.247641083,1,38.4
04-09-2023,41,37884,537,Employed,Bachelor,12497,12,Married,Mortgage,428,0.378493815,Auto,20,4015,3157,4811,0.209281964,0,55
05-09-2023,42,18380,548,Employed,High School,29539,60,Divorced,Own,400,0.608039305,Other,20,8102,1531.666667,9899,0.255126997,0,59
06-09-2023,32,31619,592,Employed,High School,15183,72,Single,Rent,184,0.309784851,Debt Consolidation,25,12888,2634.916667,62591,0.265045777,0,56
07-09-2023,36,,581,Employed,Associate,20295,,Single,Rent,362,0.033943694,Debt Consolidation,18,5363,6089.083333,58765,0.229756536,0,49
08-09-2023,47,25671,643,Employed,Bachelor,20146,12,Married,Own,448,0.404670685,Home,21,2021,2139.25,155251,0.1888133,0,51
09-09-2023,54,135320,611,,Master,28691,48,Widowed,Rent,462,0.11074162,Education,29,5240,11276.66667,1709,0.222023667,0,58
10-09-2023,38,,593,Employed,Bachelor,10828,,Widowed,Rent,287,0.489665473,Education,29,144,7496.833333,1361,0.226846921,1,44.8
11-09-2023,34,46636,607,Employed,Associate,27076,108,Married,Mortgage,616,0.323056756,Auto,28,2562,3886.333333,5898,0.31127039,0,57
12-09-2023,40,58273,586,Self-Employed,High School,25207,36,Married,Other,368,0.425166083,Debt Consolidation,24,428,4856.083333,3616,0.188182496,0,66
13-09-2023,47,48985,528,Unemployed,Associate,17578,60,Single,Other,396,0.097901206,Home,22,1161,4082.083333,28510,0.279270598,0,58
14-09-2023,22,53870,514,Employed,High School,37846,60,Single,Rent,614,0.283077108,Debt Consolidation,19,2649,4489.166667,37282,0.245037033,0,56
15-09-2023,18,48204,580,Employed,Bachelor,28801,60,Married,Mortgage,218,0.280837301,Education,21,3318,4017,18883,0.231333259,0,58
16-09-2023,33,70433,530,Employed,High School,41410,24,Divorced,Other,468,0.386546577,Home,20,4733,5869.416667,75942,0.259898898,0,54
17-09-2023,25,94499,548,Employed,High School,36599,60,Single,Rent,96,0.347875178,Debt Consolidation,20,2009,7874.916667,16329,0.296282814,0,53
18-09-2023,33,29863,552,,Bachelor,32573,48,Married,Own,709,0.20918399,Home,19,2620,2488.583333,32906,0.216898067,0,55
19-09-2023,38,29437,548,Self-Employed,,11151,48,Single,Rent,413,0.334430035,Debt Consolidation,28,2205,2453.083333,5217,0.233413213,0,58
20-09-2023,34,36177,572,Employed,Bachelor,41102,36,Divorced,Mortgage,514,0.232599477,Debt Consolidation,21,755,3014.75,40782,0.212644222,0,57
21-09-2023,57,35258,551,Employed,Bachelor,,36,Single,Mortgage,255,0.247116286,Debt Consolidation,29,1227,2938.166667,7218,0.289578616,0,59
22-09-2023,43,113456,595,Employed,Bachelor,10571,36,Divorced,Rent,447,0.418905855,Home,24,14349,9454.666667,85906,0.192733866,1,41.6
23-09-2023,43,,567,Employed,High School,11762,,Married,Rent,423,0.503619892,Auto,28,4730,1346.166667,189744,0.212048043,0,56
24-09-2023,47,68113,623,Employed,High School,17604,60,Divorced,Rent,453,0.198211566,Other,17,2158,5676.083333,79121,0.22776474,0,45
25-09-2023,26,110993,597,Employed,Bachelor,33641,60,Single,Own,222,0.392898651,Auto,15,3752,9249.416667,14494,0.276915549,0,53
26-09-2023,52,25275,604,Employed,High School,25598,24,Single,Mortgage,387,0.313487661,Debt Consolidation,24,2659,2106.25,15223,0.211470669,0,52
27-09-2023,39,142514,531,Self-Employed,Master,60540,84,Single,Mortgage,565,0.360124746,Debt Consolidation,25,10005,11876.16667,173827,0.349189832,0,56
28-09-2023,48,92471,596,Employed,High School,20216,12,Married,Mortgage,652,0.059199509,Auto,19,7023,7705.916667,24782,0.166822636,1,39.2
29-09-2023,27,33508,541,Employed,Bachelor,16709,60,Single,Mortgage,160,0.236221071,Home,28,1461,2792.333333,30742,0.245883383,0,53
30-09-2023,21,49027,566,Employed,High School,31070,60,Single,Mortgage,244,0.223335916,Education,16,3079,4085.583333,7378,0.26348314,0,52
01-10-2023,49,30917,522,Employed,Associate,24170,60,Single,Other,895,0.585229259,Home,21,3659,2576.416667,7600,0.292113615,0,61
02-10-2023,44,29446,571,Self-Employed,Master,44705,60,Single,Other,384,0.361091447,Education,21,7032,2453.833333,36607,0.240307554,0,60
03-10-2023,29,39523,604,Employed,Bachelor,26315,60,Married,Mortgage,191,0.579737952,Debt Consolidation,31,4527,3293.583333,32521,0.257824869,0,61
04-10-2023,29,103543,605,Employed,Bachelor,38286,36,Single,Rent,589,0.170459008,Home,24,12043,8628.583333,98634,0.240244792,0,43
05-10-2023,53,32451,619,Employed,High School,17896,60,Divorced,Own,280,0.194826143,Debt Consolidation,33,658,2704.25,87395,0.209525735,0,46
06-10-2023,25,42111,585,Employed,Master,11537,48,Divorced,Own,306,0.178552923,Debt Consolidation,23,952,3509.25,342815,0.232608587,0,48
07-10-2023,59,33884,452,Employed,Bachelor,21043,24,Married,Own,241,0.086925107,Debt Consolidation,25,2100,2823.666667,50956,0.295820829,0,51
08-10-2023,29,64775,468,Employed,High School,21427,96,Married,Own,559,0.02652277,Auto,31,1844,5397.916667,29475,0.281138329,0,51
09-10-2023,47,86660,490,Employed,High School,20981,36,Single,Other,326,0.388661754,Debt Consolidation,21,2503,7221.666667,1092,0.284634893,0,57
10-10-2023,36,26023,385,Employed,High School,31592,96,Single,Other,239,0.103776121,Home,14,5658,2168.583333,250104,0.366609615,0,46
11-10-2023,47,15000,585,Employed,High School,22882,60,Married,Rent,1116,0.20271584,Debt Consolidation,13,6075,1250,74120,0.218215857,0,51
12-10-2023,33,40494,464,Employed,Master,28497,84,Single,Rent,1103,0.332259467,Education,21,2408,3374.5,55873,0.336304812,0,52
13-10-2023,38,43720,487,Employed,Associate,50182,24,Married,Rent,300,0.22204355,Auto,23,1177,3643.333333,4435,0.270877232,0,53
14-10-2023,40,45172,615,Employed,High School,11063,48,Married,Own,195,0.087075053,Home,21,4743,3764.333333,197370,0.178070507,1,36.8
15-10-2023,27,42545,,Employed,Associate,15248,72,Married,Own,356,0.454110497,Debt Consolidation,20,1045,3545.416667,1982,0.211410608,0,57
0223-10-16,48,66694,523,Emlpoyed,Associtae,16406,48,Married,Rent,191,0.362959963,Debt Consolidation,27,2631,5557.833333,19919,0.281305049,0,54
17-10-2023,33,30168,590,Employed,High School,,24,Married,Mortgage,311,0.005768054,Debt Consolidation,28,899,2514,73421,0.2513136,0,50
18-10-2023,37,18182,583,Employed,High School,,72,Married,Rent,562,0.536996116,Home,19,1449,1515.166667,4572,0.265879675,0,60
202-310-19,28,58373,511,Self-Employde,High Scholo,,96,Divorced,Rent,670,0.602670997,Debt Consolidation,22,3620,4864.416667,76032,0.304764381,0,59
20-10-2023,18,25546,601,Employed,Bachelor,22689,72,Single,Rent,365,0.198820291,Home,19,2009,2128.833333,37129,0.221651143,0,49
21-01-2023,37,22948,537,Emploeyd,sAsociate,44022,12,Married,Rent,617,0.268291989,Debt Consolidation,24,4398,1912.333333,13765,0.277055264,0,56
22-10-2023,68,95132,,Employed,Master,21642,48,Single,Own,359,0.25410737,Auto,30,1556,7927.666667,9526,0.18675787,1,38.4
23-10-2023,49,25796,624,Employed,,30311,84,Single,Mortgage,254,0.418507184,Debt Consolidation,17,17238,2149.666667,234430,0.227045338,0,50
24-10-2023,39,36030,,Employed,Bachelor,34884,96,Married,Rent,399,0.43611519,Auto,23,2178,3002.5,830288,0.239855467,0,53
25-10-2023,36,150609,629,Employed,Master,35551,120,Divorced,Mortgage,780,0.302916444,Other,29,1497,12550.75,49246,0.250928132,0,60
26-10-2023,40,146666,579,Employed,,25628,36,Married,Rent,157,0.023579886,Auto,16,4445,12222.16667,12035,0.223272926,1,44
27-10-2023,46,117618,638,Employed,Bachelor,9370,72,Married,Mortgage,173,0.526726216,Debt Consolidation,22,670,9801.5,9418,0.195766786,1,42.4
28-10-2023,25,64753,578,EMPLOYED,Associate,21278,36,Divorced,Mortgage,1248,0.188010653,Auto,29,1763,5396.083333,19011,0.203614535,0,52
29-10-2023,53,118872,633,Employed,Bachelor,15555,48,Divorced,Mortgage,566,0.084763975,Home,26,2288,9906,220723,0.211515241,1,36
30-10-2023,48,183810,521,Employed,Associate,14931,96,Single,Mortgage,375,0.338169542,Debt Consolidation,20,15718,15317.5,7225,0.309156563,1,43.2
31-10-2023,48,108049,523,Employed,Bachelor,17413,60,Married,Mortgage,524,0.723636782,Debt Consolidation,30,1617,9004.083333,10270,0.267602514,1,48.8
01-11-2023,45,62106,613,Employed,Associate,30260,72,Single,Rent,368,0.068453545,Other,26,2939,5175.5,12681,0.256292668,0,55
2023-110-2,40,76794,,Empolyed,Bachleor,17759,120,Single,Rent,371,0.032185284,Home,28,11863,6399.5,29396,0.327514951,0,68
03-11-2023,48,49157,544,Employed,Master,15186,36,Married,Mortgage,556,0.260821452,Debt Consolidation,24,7896,4096.416667,5826,0.232265542,0,53
04-11-2023,47,51117,552,,Associate,37357,48,Married,Own,832,0.379688792,Home,30,1303,4259.75,199959,0.262375713,0,49
05-11-2023,35,39303,578,Employed,High School,13198,48,Single,Mortgage,546,0.267326447,Home,35,864,3275.25,8190,0.1753584,0,53
06-11-2023,33,43673,577,,Bachelor,38619,36,Single,Own,245,0.287356132,Education,29,1878,3639.416667,11877,0.221801759,0,56
07-11-2023,41,47075,633,Employed,Master,28265,60,Married,Rent,670,0.520633587,Home,26,3500,3922.916667,158701,0.208252689,0,51
08-11-2023,58,130696,601,Unemployed,Bachelor,28585,60,Single,Own,314,0.21570297,Home,32,2091,10891.33333,59821,0.204331393,1,39.2
09-11-2023,25,25970,493,,Associate,18024,48,Married,Own,655,0.188980288,Other,33,2647,2164.166667,22174,0.287225841,0,57
10-11-2023,22,53508,509,Unemployed,Doctorate,13531,24,Widowed,Rent,497,0.372443755,Home,31,20916,4459,131004,0.195069875,1,41.6
11-11-2023,41,25751,618,Employed,Associate,25165,72,Single,Own,393,0.171437783,Debt Consolidation,31,6507,2145.916667,89191,0.227547749,0,52
12-11-2023,40,21124,648,Self-Employed,Doctorate,32398,48,Married,Mortgage,263,0.256794753,Home,22,13264,1760.333333,162174,0.238817682,0,49
13-11-2023,42,93567,553,Employed,High School,44614,36,Married,Rent,307,0.635624996,Debt Consolidation,27,13490,7797.25,68658,0.245373836,0,55
14-11-2023,42,118021,596,Unemployed,Doctorate,22507,60,Married,Mortgage,313,0.250818276,Debt Consolidation,39,9088,9835.083333,38278,0.213012673,1,47.2
15-11-2023,37,38645,562,Employed,High School,7884,48,Married,Mortgage,323,0.546391768,Debt Consolidation,21,6541,3220.416667,68356,0.227010303,0,58
16-11-2023,57,72159,591,Unemployed,Bachelor,38434,48,Married,Mortgage,456,0.550884341,Other,18,4231,6013.25,112720,0.276194103,0,69
17-11-2023,20,37332,572,Employed,Bachelor,19788,36,Married,Own,368,0.498700157,Education,17,5137,3111,49785,0.243294386,0,56
18-11-2023,30,34513,504,Self-Employed,Bachelor,21591,36,Married,Rent,533,0.071228258,Home,24,5782,2876.083333,113972,0.303163607,0,53
19-11-2023,38,39714,,Employed,Bachelor,24312,72,Married,Mortgage,508,0.171299954,Home,27,1017,3309.5,10418,0.221367426,0,51
20-11-2023,20,49540,505,Employed,Associate,20568,108,Single,Own,835,0.352891561,Education,29,7081,4128.333333,53888,0.288252609,0,54
21-11-2023,37,37385,572,Employed,High School,32413,96,Single,Mortgage,453,0.042718388,Debt Consolidation,24,3396,3115.416667,21001,0.231706875,0,51
22-11-2023,59,72861,650,Employed,,54613,60,Married,Mortgage,653,0.193265466,Auto,33,14245,6071.75,79939,0.225136255,0,42
23-11-2023,40,117545,512,Employed,Bachelor,,48,Married,Mortgage,220,0.433366872,Auto,22,3898,9795.416667,81147,0.268612162,1,42.4
24-11-2023,42,57297,567,Employed,Bachelor,14783,84,Single,Rent,504,0.283863055,Debt Consolidation,20,2173,4774.75,1327,0.297897746,0,53
25-11-2023,24,36517,549,Employed,High School,15877,60,Single,Rent,533,0.151053952,Debt Consolidation,18,1388,3043.083333,43405,0.228938873,0,53
26-11-2023,32,51292,609,Employed,High School,29739,72,Divorced,Other,463,0.549894661,Auto,24,8853,2725.25,132454,0.237427321,0,57
27-11-2023,35,43324,488,Employed,Associate,33012,36,Single,Mortgage,318,0.16913553,Debt Consolidation,20,9606,3610.333333,56204,0.261963449,0,52
28-11-2023,36,15000,526,Emploeyd,Bacehlor,16012,36,Divorced,Mortgage,489,0.009353069,Debt Consolidation,24,4197,1250,142686,0.248131248,0,61
29-11-2023,55,153804,624,Unemployed,Master,13972,120,Married,Mortgage,432,0.208883866,Home,23,5534,12817,40156,0.284025496,1,40
30-11-2023,46,24681,599,,High School,16265,96,Divorced,Mortgage,453,0.509107941,Home,25,3283,2056.75,9452,0.267281724,0,59
01-12-2023,26,17477,601,Employed,Master,40213,48,Single,Other,280,0.157870231,Debt Consolidation,25,34079,1456.416667,36947,0.26860513,0,49
02-12-2023,42,59734,548,,Master,24802,24,Married,Rent,734,0.242946316,Auto,26,6925,4977.833333,8446,0.196496774,0,52
03-12-2023,45,46844,587,Employed,High School,42573,24,Married,Mortgage,470,0.284028778,Education,29,1115,3903.666667,33218,0.222764634,0,56
04-12-2023,53,131352,586,,Bachelor,18768,48,Single,Mortgage,665,0.324453263,Education,20,997,10946,3853,0.232643169,1,41.6
